# gene name,C1,C2,C3,C4,E1,E2,E3,E4
ttdA,8.02E-05,5.94E-05,1.14E-04,1.01E-04,6.76E-06,3.47E-05,6.56E-05,1.04E-06
ascF,1.20E-04,1.99E-04,3.02E-04,2.86E-04,5.94E-05,7.71E-05,1.27E-04,6.09E-05
fur,2.54E-04,1.79E-04,2.04E-05,1.15E-04,4.48E-04,3.12E-04,2.55E-04,4.27E-04
dppD,1.50E-04,1.36E-04,2.83E-04,2.82E-04,4.60E-06,7.79E-05,1.19E-04,3.93E-05
uhpC,3.48E-04,3.90E-04,4.13E-04,2.95E-04,2.70E-04,2.23E-04,2.84E-04,1.45E-04
artI,1.78E-04,1.05E-04,9.20E-05,1.29E-04,6.73E-04,3.59E-04,3.52E-04,9.35E-04
ftsJ,9.76E-05,1.11E-04,9.58E-05,1.16E-04,1.30E-04,1.39E-04,1.26E-04,1.71E-04
lipA,9.37E-05,2.62E-05,5.64E-05,3.77E-05,1.05E-04,1.05E-04,1.14E-04,1.73E-04
speC,3.11E-04,3.42E-04,4.58E-04,4.05E-04,2.23E-04,2.50E-04,3.15E-04,1.99E-04
ftsW,1.63E-04,2.49E-04,2.11E-04,2.09E-04,1.31E-04,1.57E-04,1.60E-04,1.05E-04
yhfM,2.05E-04,2.84E-04,3.48E-04,3.46E-04,7.50E-05,1.67E-04,2.26E-04,1.11E-04
bcr,1.15E-04,1.60E-04,2.07E-04,1.90E-04,7.71E-05,9.23E-05,1.26E-04,8.38E-05
dppB,1.40E-04,1.55E-04,2.87E-04,3.01E-04,2.72E-05,7.27E-05,1.16E-04,7.73E-05
prfC,4.64E-04,4.55E-04,5.33E-04,5.19E-04,2.81E-04,3.37E-04,3.90E-04,4.47E-04
ybeC,6.75E-05,3.71E-05,6.07E-05,8.97E-05,1.38E-04,1.61E-04,1.15E-04,2.55E-04
ybbC,8.54E-05,6.53E-05,7.22E-05,7.13E-05,9.81E-05,1.36E-04,8.78E-05,1.22E-04
t150,8.63E-05,1.51E-04,1.82E-04,1.91E-04,3.35E-05,9.37E-05,8.26E-05,1.50E-05
yjiR,9.06E-04,9.63E-04,8.88E-04,7.47E-04,7.82E-04,7.02E-04,5.94E-04,5.66E-04
ydeH,2.99E-04,2.88E-04,2.50E-04,2.50E-04,3.21E-04,3.64E-04,3.34E-04,3.01E-04
yjeO,2.47E-04,2.58E-04,2.53E-04,2.44E-04,3.02E-04,2.60E-04,2.87E-04,3.21E-04
yccA,3.77E-04,2.13E-04,1.18E-04,2.10E-04,7.84E-04,4.44E-04,3.89E-04,7.19E-04
ndh,1.27E-04,1.12E-04,1.06E-04,1.39E-04,6.94E-05,1.03E-04,9.27E-05,8.98E-05
pheT,1.72E-03,1.64E-03,1.30E-03,1.32E-03,1.87E-03,2.22E-03,1.97E-03,1.76E-03
fucP,3.91E-04,4.93E-04,3.98E-04,4.20E-04,3.24E-04,3.59E-04,3.39E-04,2.39E-04
uspA,9.10E-04,6.59E-04,2.12E-04,3.86E-04,1.89E-03,1.40E-03,1.10E-03,2.80E-03
ydhD,3.57E-04,2.94E-04,5.74E-05,1.75E-04,1.05E-03,5.55E-04,4.18E-04,7.70E-04
mgtA,1.80E-04,1.73E-04,1.94E-04,1.78E-04,2.78E-04,3.01E-04,2.35E-04,1.99E-04
glyA,1.89E-03,1.68E-03,7.73E-04,8.14E-04,2.51E-03,2.18E-03,2.19E-03,2.07E-03
yibD,2.19E-04,2.41E-04,3.02E-04,2.75E-04,3.03E-04,4.06E-04,3.52E-04,3.30E-04
recQ,2.06E-04,2.28E-04,2.42E-04,2.38E-04,1.63E-04,1.81E-04,2.18E-04,1.64E-04
dsbC,5.77E-04,5.14E-04,4.54E-04,5.26E-04,6.32E-04,5.98E-04,5.72E-04,6.59E-04
yfiH,1.07E-04,1.39E-04,1.71E-04,1.61E-04,6.10E-05,9.74E-05,1.16E-04,6.50E-05
hmpA,3.39E-04,3.53E-04,2.69E-04,3.38E-04,2.15E-04,2.31E-04,2.99E-04,2.07E-04
yjfK,2.40E-04,2.35E-04,2.36E-04,2.09E-04,2.20E-04,1.92E-04,1.96E-04,1.90E-04
parC,5.38E-04,5.68E-04,6.89E-04,6.12E-04,5.11E-04,5.10E-04,4.86E-04,4.22E-04
yadR,1.48E-04,1.38E-04,7.50E-05,9.65E-05,1.81E-04,1.78E-04,1.75E-04,1.51E-04
arcA,4.10E-04,2.44E-04,1.52E-04,2.37E-04,5.31E-04,4.26E-04,3.73E-04,5.40E-04
apt,1.50E-04,1.15E-04,1.22E-04,1.42E-04,2.13E-04,2.07E-04,2.61E-04,1.48E-04
yafK,1.15E-04,8.84E-05,4.00E-05,8.14E-05,3.72E-04,2.04E-04,1.33E-04,2.59E-04
yhdE,9.23E-05,8.21E-05,9.38E-05,7.27E-05,4.54E-05,4.93E-05,6.18E-05,7.77E-05
mdoG,1.93E-04,1.84E-04,6.15E-05,9.60E-05,3.10E-04,2.20E-04,2.09E-04,3.08E-04
accD,7.07E-04,6.68E-04,4.58E-04,6.11E-04,8.23E-04,7.75E-04,7.33E-04,8.99E-04
speG,1.57E-04,1.18E-04,6.11E-05,8.69E-05,2.33E-04,2.22E-04,1.42E-04,3.11E-04
exbB,1.15E-04,6.63E-05,1.33E-04,1.41E-04,2.02E-05,3.16E-05,6.36E-05,7.93E-05
yjiA,8.89E-05,1.07E-04,1.42E-04,1.25E-04,7.29E-05,6.97E-05,9.53E-05,5.42E-05
leuD,3.23E-04,3.48E-04,2.03E-04,2.87E-04,2.23E-04,1.49E-04,1.39E-04,2.00E-04
sgaH,1.30E-04,1.42E-04,1.98E-04,1.64E-04,1.17E-04,1.01E-04,1.24E-04,8.55E-05
mrcA,5.10E-04,7.10E-04,8.43E-04,7.06E-04,4.48E-04,4.29E-04,5.63E-04,4.13E-04
nirB,9.58E-05,1.92E-04,3.44E-04,3.25E-04,3.42E-05,6.98E-05,9.89E-05,2.94E-05
yeeF,3.23E-04,2.80E-04,3.27E-04,3.28E-04,2.09E-04,2.39E-04,2.91E-04,2.67E-04
nrfA,3.55E-04,4.03E-04,4.41E-04,4.53E-04,2.92E-04,3.24E-04,3.73E-04,2.40E-04
clpB,1.67E-04,1.80E-04,2.04E-04,1.48E-04,3.88E-04,3.98E-04,2.56E-04,2.18E-04
dcp,7.70E-04,7.82E-04,6.33E-04,5.72E-04,9.27E-04,9.60E-04,8.65E-04,7.79E-04
htrE,1.05E-04,1.32E-04,1.83E-04,1.56E-04,8.47E-05,1.15E-04,7.58E-05,5.92E-05
yicP,1.94E-04,2.84E-04,4.38E-04,3.08E-04,1.18E-04,1.70E-04,1.90E-04,9.11E-05
rpmF,3.22E-04,2.59E-04,2.44E-05,1.25E-04,4.75E-04,3.37E-04,3.92E-04,3.87E-04
yabI,2.73E-04,2.65E-04,3.44E-04,3.72E-04,4.62E-04,4.59E-04,5.74E-04,3.60E-04
malP,2.15E-04,3.64E-04,4.82E-04,4.42E-04,9.38E-05,1.73E-04,2.79E-04,8.47E-05
guaC,5.43E-04,5.43E-04,3.64E-04,4.54E-04,7.68E-04,5.72E-04,5.95E-04,7.40E-04
ybaA,7.75E-04,8.60E-04,8.55E-04,7.36E-04,7.11E-04,7.47E-04,6.90E-04,6.52E-04
trpD,5.86E-04,5.92E-04,6.30E-04,5.04E-04,4.69E-04,4.83E-04,5.15E-04,5.10E-04
cmk,2.78E-05,1.25E-05,1.03E-05,2.19E-06,2.41E-05,3.22E-05,3.15E-05,4.44E-05
xylH,1.61E-04,2.13E-04,2.53E-04,2.17E-04,1.20E-04,1.47E-04,1.60E-04,4.54E-05
ybiB,1.59E-04,9.06E-05,1.45E-04,1.19E-04,1.01E-04,6.68E-05,8.07E-05,5.68E-05
epd,1.23E-04,1.07E-04,1.45E-04,1.37E-04,6.68E-05,8.05E-05,5.87E-05,1.20E-04
uvrY,2.64E-05,4.84E-05,5.62E-07,2.88E-06,4.95E-05,9.45E-05,4.98E-05,1.13E-04
aroF,7.34E-04,6.23E-04,6.49E-04,6.42E-04,5.89E-04,5.99E-04,5.20E-04,5.85E-04
yfiM,3.75E-05,6.17E-05,3.04E-05,7.28E-05,5.50E-05,1.48E-04,1.39E-04,1.42E-04
hflB,6.20E-04,7.19E-04,5.37E-04,5.61E-04,8.62E-04,7.32E-04,6.94E-04,7.79E-04
yjbG,3.23E-04,3.31E-04,3.83E-04,3.29E-04,3.05E-04,2.77E-04,3.11E-04,2.60E-04
yafA,6.09E-04,6.96E-04,6.43E-04,6.01E-04,7.83E-04,8.13E-04,7.17E-04,6.75E-04
sgaT,2.44E-04,2.67E-04,3.48E-04,3.08E-04,2.00E-04,2.23E-04,2.39E-04,1.39E-04
yhdA,6.35E-04,7.04E-04,7.72E-04,6.40E-04,6.38E-04,5.70E-04,5.53E-04,5.13E-04
yadF,1.24E-03,9.88E-04,3.24E-04,6.60E-04,2.57E-03,1.64E-03,1.40E-03,1.47E-03
lysA,2.03E-03,1.70E-03,9.96E-04,1.41E-03,2.90E-03,2.34E-03,1.91E-03,2.42E-03
fdoG,6.28E-05,6.47E-05,1.41E-04,1.30E-04,2.92E-05,2.28E-05,2.14E-05,6.21E-05
oppF,1.97E-04,1.35E-04,1.40E-04,1.54E-04,4.51E-04,3.69E-04,3.13E-04,8.27E-04
yhbL,5.62E-05,8.04E-05,1.37E-04,1.09E-04,1.29E-05,3.15E-05,7.10E-05,1.51E-05
dapD,1.36E-04,1.64E-04,1.45E-04,1.50E-04,2.72E-04,1.79E-04,2.47E-04,1.78E-04
glnP,9.07E-05,5.89E-05,8.99E-05,1.19E-04,2.23E-05,3.73E-05,3.11E-05,7.51E-05
asnB,1.81E-04,1.73E-04,1.41E-04,1.85E-04,3.24E-04,2.44E-04,2.42E-04,1.95E-04
ftsY,3.63E-04,4.24E-04,3.20E-04,3.38E-04,2.94E-04,2.88E-04,3.10E-04,2.34E-04
fumB,8.48E-04,1.00E-03,1.08E-03,1.04E-03,7.65E-04,8.58E-04,8.51E-04,5.99E-04
pepE,7.81E-04,6.15E-04,6.58E-04,7.05E-04,5.38E-04,5.02E-04,4.82E-04,6.50E-04
yciM,2.53E-04,2.12E-04,1.76E-04,2.24E-04,2.84E-04,2.85E-04,2.36E-04,2.97E-04
crl,1.67E-04,1.86E-04,8.63E-06,4.74E-05,4.41E-04,3.02E-04,2.01E-04,2.40E-04
yfiF,1.62E-04,1.93E-04,2.77E-04,2.30E-04,1.35E-04,1.51E-04,1.52E-04,7.27E-05
yacK,4.11E-04,4.14E-04,4.78E-04,4.32E-04,3.58E-04,3.78E-04,4.13E-04,3.57E-04
fadL,8.30E-05,6.84E-05,1.32E-04,1.63E-04,7.35E-05,4.20E-05,3.29E-05,1.36E-05
bioH,2.86E-04,3.26E-04,4.18E-04,4.15E-04,2.16E-04,2.58E-04,3.06E-04,2.33E-04
mopA,1.05E-03,1.08E-03,4.99E-04,5.88E-04,1.64E-03,1.43E-03,1.32E-03,1.04E-03
yjfO,3.37E-05,4.63E-05,5.13E-05,4.58E-05,3.46E-05,1.66E-05,2.61E-05,3.53E-05
rhaS,2.03E-04,2.16E-04,3.31E-04,3.53E-04,1.07E-04,1.50E-04,1.93E-04,1.74E-04
yddE,1.34E-04,1.73E-04,1.66E-04,1.52E-04,1.80E-04,2.11E-04,1.88E-04,1.76E-04
yiiR,8.29E-05,1.02E-04,1.61E-04,1.15E-04,4.41E-05,6.74E-05,8.72E-05,4.35E-05
potG,2.56E-04,3.35E-04,5.13E-04,4.95E-04,1.01E-04,2.34E-04,2.75E-04,1.78E-04
yaiH,6.15E-05,8.68E-05,1.45E-04,1.10E-04,4.54E-05,5.82E-05,5.88E-05,2.47E-05
yiiU,2.72E-04,2.21E-04,7.36E-05,6.57E-05,3.58E-04,2.84E-04,3.10E-04,2.89E-04
fdhD,5.58E-05,1.00E-04,2.09E-04,1.95E-04,2.82E-06,3.48E-05,6.22E-05,2.72E-05
dnaK,1.29E-03,1.35E-03,6.89E-04,9.19E-04,3.02E-03,2.88E-03,1.49E-03,1.64E-03
yaeH,6.88E-05,8.86E-05,2.21E-05,5.87E-05,1.97E-04,1.14E-04,8.31E-05,1.76E-04
ackA,2.16E-04,2.13E-04,1.36E-04,1.84E-04,2.85E-04,2.38E-04,2.19E-04,2.74E-04
yjgP,2.15E-04,2.35E-04,3.29E-04,2.74E-04,1.82E-04,1.76E-04,2.17E-04,1.81E-04
yjfJ,5.91E-05,9.12E-05,9.56E-05,9.53E-05,2.86E-05,5.84E-05,5.10E-05,6.84E-05
nadE,1.82E-04,1.39E-04,4.18E-05,6.32E-05,2.75E-04,1.97E-04,1.67E-04,3.27E-04
trpA,1.76E-04,1.44E-04,6.80E-05,9.35E-05,2.46E-04,1.73E-04,1.90E-04,3.14E-04
ydhC,1.31E-04,1.51E-04,2.16E-04,2.36E-04,9.15E-05,1.20E-04,1.33E-04,8.41E-05
tdh,3.42E-05,8.25E-05,1.82E-04,1.03E-04,1.94E-04,2.24E-04,1.75E-04,1.72E-04
ribF,2.59E-04,3.03E-04,2.16E-04,2.77E-04,4.21E-04,3.99E-04,2.78E-04,4.99E-04
yohH,1.98E-05,3.32E-05,2.07E-05,3.07E-05,1.17E-06,6.57E-06,2.42E-05,4.48E-06
ampG,6.27E-05,6.99E-05,1.72E-04,1.75E-04,8.76E-06,3.93E-05,5.75E-05,8.62E-06
cspE,3.31E-04,3.62E-04,5.88E-05,1.59E-04,3.59E-04,4.80E-04,4.56E-04,4.59E-04
hycD,9.19E-05,1.32E-04,1.99E-04,2.39E-04,1.72E-05,4.01E-05,1.11E-04,6.91E-05
yjcR,6.85E-05,1.05E-04,2.05E-04,1.76E-04,1.17E-05,3.67E-05,8.85E-05,2.80E-05
ilvE,5.16E-04,5.38E-04,4.14E-04,5.19E-04,7.55E-04,6.18E-04,6.54E-04,5.39E-04
rpmI,1.15E-03,8.16E-04,2.68E-04,5.30E-04,1.12E-03,1.49E-03,1.26E-03,1.16E-03
kdpA,7.50E-04,8.63E-04,1.02E-03,1.04E-03,6.86E-04,7.11E-04,7.96E-04,6.66E-04
pflB,1.20E-03,1.09E-03,4.67E-04,6.44E-04,1.69E-03,1.50E-03,1.11E-03,1.43E-03
htpX,1.81E-04,1.62E-04,7.04E-05,9.68E-05,2.91E-04,2.08E-04,1.66E-04,2.68E-04
glpG,4.69E-05,5.68E-05,1.44E-04,1.14E-04,1.87E-05,1.92E-05,4.31E-05,2.10E-05
nuoM,3.96E-04,3.66E-04,3.32E-04,3.30E-04,3.29E-04,2.54E-04,2.56E-04,3.14E-04
lacY,3.73E-04,3.99E-04,3.02E-04,3.98E-04,1.29E-03,1.09E-03,8.39E-04,2.65E-03
lamB,1.40E-04,1.96E-04,3.54E-04,2.62E-04,6.73E-05,1.23E-04,1.40E-04,9.73E-05
hns,1.10E-03,1.04E-03,2.51E-04,4.69E-04,1.76E-03,1.64E-03,1.29E-03,1.04E-03
gcl,4.24E-04,3.67E-04,3.70E-04,3.40E-04,3.48E-04,3.26E-04,2.82E-04,3.00E-04
torA,3.75E-04,4.51E-04,4.68E-04,4.55E-04,3.13E-04,3.60E-04,4.04E-04,2.47E-04
ydiA,1.85E-04,1.74E-04,1.65E-04,1.73E-04,3.52E-04,2.41E-04,2.60E-04,5.15E-04
trs5_4,3.12E-03,3.80E-03,4.20E-03,4.11E-03,2.12E-03,3.07E-03,3.46E-03,2.34E-03
dinF,7.69E-04,8.61E-04,9.12E-04,8.07E-04,7.73E-04,6.98E-04,6.85E-04,5.08E-04
mscL,7.58E-05,5.56E-05,1.20E-05,4.18E-05,1.39E-04,1.17E-04,9.94E-05,5.93E-05
yeiK,2.53E-04,2.60E-04,2.20E-04,2.17E-04,2.13E-04,1.88E-04,2.06E-04,1.48E-04
speD,3.30E-04,3.05E-04,1.22E-04,1.98E-04,4.44E-04,3.63E-04,3.19E-04,4.99E-04
cdh,1.40E-04,1.99E-04,2.81E-04,2.37E-04,9.55E-05,1.39E-04,1.59E-04,1.12E-04
acs,4.24E-04,3.98E-04,6.02E-04,5.48E-04,2.67E-04,3.76E-04,4.08E-04,2.23E-04
ascB,1.92E-04,2.50E-04,3.39E-04,3.93E-04,7.43E-05,1.35E-04,2.40E-04,1.20E-04
cadA,3.81E-04,4.32E-04,5.49E-04,5.17E-04,3.30E-04,3.90E-04,3.81E-04,2.59E-04
aceK,4.25E-04,3.89E-04,4.13E-04,4.18E-04,3.90E-04,3.92E-04,3.73E-04,3.42E-04
ahpC,1.30E-03,9.11E-04,2.46E-04,5.43E-04,2.08E-03,1.72E-03,1.36E-03,1.12E-03
yi41,3.57E-04,3.81E-04,4.12E-04,3.82E-04,2.83E-04,3.31E-04,3.39E-04,1.84E-04
syd,1.38E-05,2.38E-05,2.77E-05,9.86E-06,2.20E-05,4.39E-05,6.99E-05,5.44E-05
rpoN,6.31E-04,6.69E-04,5.28E-04,5.64E-04,7.83E-04,6.89E-04,6.57E-04,8.68E-04
sbm,7.05E-04,8.51E-04,1.04E-03,1.02E-03,5.80E-04,6.81E-04,7.93E-04,5.11E-04
rbsC,1.91E-04,3.01E-04,4.35E-04,3.89E-04,9.97E-05,1.96E-04,2.41E-04,1.12E-04
leuA,6.11E-04,6.08E-04,3.76E-04,4.41E-04,4.38E-04,3.04E-04,2.67E-04,2.75E-04
nrdB,5.31E-04,4.39E-04,4.57E-04,4.15E-04,5.02E-04,5.77E-04,5.19E-04,5.78E-04
nuoN,3.12E-04,2.42E-04,3.04E-04,3.12E-04,2.34E-04,1.93E-04,1.90E-04,2.76E-04
adiA,1.36E-03,1.23E-03,7.99E-04,1.04E-03,1.49E-03,1.63E-03,1.42E-03,1.33E-03
yihV,8.66E-05,1.08E-04,2.41E-04,1.90E-04,8.03E-06,6.40E-05,9.45E-05,3.73E-05
yhbN,1.62E-04,2.08E-04,1.50E-04,1.65E-04,2.13E-04,1.95E-04,2.02E-04,2.17E-04
fabH,3.48E-04,3.25E-04,2.36E-04,2.64E-04,3.53E-04,3.54E-04,3.61E-04,4.04E-04
xylB,2.74E-04,3.58E-04,4.90E-04,6.52E-04,2.19E-04,2.48E-04,2.44E-04,1.95E-04
ydeD,1.91E-04,1.98E-04,1.73E-04,1.67E-04,2.16E-04,2.86E-04,2.92E-04,1.97E-04
lon,1.38E-03,1.37E-03,1.20E-03,1.24E-03,1.44E-03,1.46E-03,1.37E-03,1.59E-03
crr,3.54E-04,3.28E-04,1.37E-04,2.11E-04,4.78E-04,4.18E-04,3.27E-04,4.25E-04
kbl,2.17E-04,2.63E-04,3.84E-04,3.16E-04,3.90E-04,4.48E-04,3.69E-04,3.85E-04
hisC,1.64E-04,1.34E-04,4.46E-05,8.44E-05,4.15E-04,1.63E-04,2.15E-04,2.57E-04
arsC,2.36E-05,3.92E-05,3.55E-05,3.19E-05,4.19E-06,3.10E-05,1.64E-05,2.58E-06
ubiB,3.47E-05,8.69E-05,1.30E-04,1.16E-04,1.26E-06,3.26E-05,5.04E-05,4.07E-05
yi81_1,1.23E-04,2.81E-04,4.06E-04,3.49E-04,4.84E-05,1.39E-04,1.65E-04,1.27E-04
yojL,2.96E-04,3.04E-04,3.08E-04,3.00E-04,2.10E-04,2.73E-04,2.94E-04,2.18E-04
yjdG,7.60E-05,8.96E-05,1.49E-04,1.33E-04,8.48E-05,6.34E-05,4.28E-05,5.75E-05
tolQ,2.15E-04,2.30E-04,2.03E-04,2.31E-04,2.40E-04,2.64E-04,2.66E-04,3.39E-04
mdlB,2.89E-04,3.90E-04,5.04E-04,5.00E-04,2.50E-04,2.90E-04,3.35E-04,2.35E-04
ftsX,2.55E-04,3.13E-04,3.37E-04,3.86E-04,2.12E-04,2.40E-04,2.92E-04,1.90E-04
gltP,3.57E-04,3.90E-04,5.19E-04,4.93E-04,3.06E-04,3.35E-04,3.81E-04,2.47E-04
yhcP,3.32E-04,4.67E-04,5.29E-04,4.94E-04,3.05E-04,3.67E-04,3.65E-04,3.18E-04
katE,6.93E-05,5.73E-05,1.11E-04,8.51E-05,4.84E-05,6.49E-05,3.83E-05,3.63E-05
hybB,2.73E-04,2.89E-04,4.07E-04,3.36E-04,1.82E-04,2.17E-04,3.03E-04,1.44E-04
uidA,3.47E-04,3.00E-04,3.26E-04,2.87E-04,2.60E-04,2.96E-04,2.82E-04,2.58E-04
yfbB,2.81E-04,2.46E-04,3.60E-04,2.94E-04,2.10E-04,2.25E-04,2.62E-04,1.55E-04
rhsB,5.73E-04,6.94E-04,1.58E-03,1.19E-03,2.65E-04,4.84E-04,5.91E-04,1.21E-04
cpdB,8.94E-04,8.27E-04,8.47E-04,7.67E-04,7.04E-04,8.20E-04,7.23E-04,6.94E-04
icdA,5.48E-03,4.20E-03,1.03E-03,2.21E-03,8.45E-03,5.72E-03,4.78E-03,6.72E-03
hemN,2.11E-04,1.89E-04,2.28E-04,2.22E-04,1.84E-04,1.47E-04,1.78E-04,2.00E-04
ebgR,2.10E-04,2.48E-04,3.52E-04,3.83E-04,1.74E-04,1.81E-04,2.34E-04,1.61E-04
lpxA,1.06E-04,1.15E-04,7.77E-05,1.05E-04,6.08E-05,6.60E-05,6.84E-05,9.59E-05
hflX,2.55E-04,2.40E-04,2.57E-04,2.10E-04,3.21E-04,2.77E-04,2.63E-04,3.75E-04
ygfF,5.30E-05,8.36E-05,1.54E-04,1.92E-04,4.34E-06,2.60E-05,7.53E-05,2.61E-05
glnG,1.65E-04,1.54E-04,2.55E-04,2.30E-04,1.23E-04,1.53E-04,1.52E-04,1.00E-04
asr,9.43E-05,6.21E-05,4.20E-05,4.72E-05,8.68E-05,1.05E-04,8.71E-05,9.14E-05
lpxC,1.75E-04,1.42E-04,5.83E-05,1.07E-04,3.64E-04,2.30E-04,1.43E-04,4.22E-04
treB,8.64E-05,1.36E-04,2.77E-04,2.27E-04,3.04E-05,5.91E-05,1.18E-04,5.24E-05
insB_6,5.49E-04,6.71E-04,1.34E-03,1.50E-03,1.84E-04,4.61E-04,5.58E-04,3.88E-04
sodA,7.09E-04,5.46E-04,2.39E-04,3.75E-04,1.87E-04,1.33E-04,1.68E-04,3.07E-04
rho,9.23E-04,6.79E-04,6.45E-04,7.21E-04,8.49E-04,1.02E-03,9.03E-04,1.23E-03
rplN,1.07E-03,1.05E-03,4.24E-04,7.07E-04,1.02E-03,1.44E-03,1.29E-03,1.24E-03
yjbF,2.48E-04,2.41E-04,3.38E-04,3.23E-04,2.35E-04,2.28E-04,2.22E-04,2.16E-04
polA,1.17E-03,1.28E-03,1.39E-03,1.26E-03,9.85E-04,1.23E-03,1.15E-03,1.03E-03
fhlA,6.29E-04,7.03E-04,7.12E-04,6.89E-04,6.12E-04,5.71E-04,6.58E-04,4.82E-04
metK,6.54E-04,4.09E-04,3.84E-04,4.22E-04,9.15E-04,6.39E-04,5.36E-04,8.21E-04
fhuB,7.72E-04,1.09E-03,1.32E-03,1.32E-03,5.80E-04,7.78E-04,9.87E-04,5.13E-04
rcsC,5.67E-04,5.95E-04,5.85E-04,5.08E-04,5.18E-04,5.03E-04,4.54E-04,3.38E-04
htrA,2.67E-04,2.83E-04,3.00E-04,3.06E-04,3.41E-04,3.68E-04,3.52E-04,2.87E-04
grpE,4.54E-04,5.02E-04,2.81E-04,3.36E-04,6.05E-04,6.94E-04,6.45E-04,4.12E-04
yjjU,2.03E-04,2.26E-04,2.47E-04,2.58E-04,1.90E-04,1.97E-04,2.12E-04,2.07E-04
cheB,3.38E-04,4.03E-04,3.08E-04,2.63E-04,2.61E-04,2.59E-04,2.67E-04,1.99E-04
trs5_8,3.07E-03,3.01E-03,3.74E-03,3.79E-03,2.14E-03,2.91E-03,3.15E-03,2.19E-03
tra5_4,4.12E-04,5.02E-04,9.62E-04,7.44E-04,2.48E-04,4.23E-04,4.15E-04,2.15E-04
rob,2.31E-04,2.34E-04,2.72E-04,3.10E-04,3.08E-04,3.51E-04,3.22E-04,4.73E-04
pyrB,1.36E-04,1.19E-04,2.30E-04,2.13E-04,8.68E-05,7.70E-05,1.28E-04,1.15E-04
glnH,4.46E-04,4.12E-04,1.63E-04,2.74E-04,1.11E-03,6.00E-04,4.02E-04,7.65E-04
yicE,3.93E-04,4.46E-04,6.61E-04,5.93E-04,2.87E-04,3.46E-04,4.51E-04,3.11E-04
miaA,3.37E-04,3.24E-04,2.97E-04,2.80E-04,4.05E-04,4.12E-04,3.99E-04,3.02E-04
yhcE,1.43E-04,1.77E-04,2.12E-04,2.35E-04,5.44E-05,1.23E-04,1.32E-04,1.63E-04
cysB,1.03E-04,8.24E-05,8.58E-05,9.68E-05,1.30E-04,1.28E-04,1.11E-04,2.04E-04
yjdH,3.96E-05,8.83E-05,2.05E-04,1.68E-04,7.67E-06,6.37E-05,3.43E-05,1.32E-05
ybgG,7.89E-04,9.45E-04,8.26E-04,7.18E-04,7.11E-04,7.36E-04,6.94E-04,6.18E-04
yjjM,5.77E-05,6.31E-05,6.79E-05,7.84E-05,3.31E-05,4.67E-05,6.58E-05,2.35E-05
trpB,2.49E-04,2.20E-04,9.67E-05,1.43E-04,3.82E-04,2.44E-04,2.47E-04,2.93E-04
glpC,9.11E-05,1.17E-04,1.47E-04,1.24E-04,2.96E-05,7.25E-05,1.14E-04,6.21E-05
tgt,1.83E-04,2.09E-04,1.91E-04,2.38E-04,2.47E-04,2.43E-04,2.74E-04,2.18E-04
adk,5.62E-04,4.60E-04,1.86E-04,2.89E-04,7.37E-04,5.96E-04,5.59E-04,5.26E-04
glcB,6.75E-04,5.65E-04,5.21E-04,4.97E-04,5.01E-04,4.75E-04,4.52E-04,4.15E-04
yjcT,6.96E-05,1.23E-04,2.48E-04,2.10E-04,3.96E-06,4.79E-05,1.19E-04,2.53E-05
folE,5.55E-04,3.00E-04,1.06E-04,2.15E-04,7.35E-04,4.95E-04,4.46E-04,9.77E-04
yojI,3.79E-04,5.12E-04,6.78E-04,6.70E-04,2.54E-04,3.86E-04,4.73E-04,3.11E-04
sufI,6.86E-04,8.20E-04,7.31E-04,8.21E-04,6.40E-04,6.87E-04,6.91E-04,6.97E-04
yjdC,2.82E-04,2.50E-04,2.61E-04,2.45E-04,3.48E-04,3.16E-04,3.13E-04,2.57E-04
pstC,4.33E-04,4.61E-04,7.04E-04,7.65E-04,3.28E-04,4.77E-04,3.87E-04,2.55E-04
yqiA,1.08E-04,1.08E-04,1.45E-04,1.07E-04,9.58E-05,6.62E-05,8.64E-05,1.03E-04
ompC,7.12E-03,4.79E-03,1.64E-03,2.48E-03,8.46E-03,7.88E-03,5.06E-03,8.77E-03
wecE,1.37E-04,1.97E-04,3.94E-04,3.83E-04,8.14E-05,1.31E-04,1.53E-04,1.14E-04
udhA,1.73E-04,2.05E-04,1.61E-04,1.51E-04,2.43E-04,2.53E-04,2.26E-04,4.29E-04
yhjM,2.63E-04,2.57E-04,2.98E-04,2.44E-04,2.14E-04,2.15E-04,2.62E-04,1.84E-04
gidA,3.23E-04,3.68E-04,4.83E-04,4.34E-04,2.96E-04,3.37E-04,3.27E-04,3.02E-04
fepD,1.28E-04,2.13E-04,3.58E-04,3.07E-04,6.76E-05,1.05E-04,2.04E-04,4.87E-05
yagT,7.07E-04,6.44E-04,6.93E-04,6.52E-04,6.07E-04,6.53E-04,6.44E-04,6.10E-04
rpsL,8.31E-04,6.72E-04,2.54E-04,4.39E-04,1.04E-03,8.38E-04,7.26E-04,9.48E-04
yhbM,3.26E-04,3.17E-04,1.78E-04,1.91E-04,3.16E-04,4.07E-04,3.22E-04,4.31E-04
ptr,9.81E-04,1.05E-03,1.12E-03,9.61E-04,9.36E-04,9.39E-04,9.70E-04,8.50E-04
aroH,3.80E-04,3.36E-04,3.60E-04,3.13E-04,3.47E-04,4.21E-04,4.16E-04,4.33E-04
